"time","y1","y2"
1.121,1,3.0000000000000000E+000
1.141,1,3.0000000000000000E+000
1.161,1,3.0000000000000000E+000
1.181,1,3.0000000000000000E+000
1.201,1,3.0000000000000000E+000
1.221,1,3.0000000000000000E+000
1.241,1,3.0000000000000000E+000
1.261,1,3.0000000000000000E+000
1.281,1,3.0000000000000000E+000
1.301,1,3.0000000000000000E+000
1.321,1,3.0000000000000000E+000
1.341,1,3.0000000000000000E+000
1.361,1,3.0000000000000000E+000
1.381,1,3.0000000000000000E+000
1.401,1,3.0000000000000000E+000
1.421,1,3.0000000000000000E+000
1.441,1,3.0000000000000000E+000
1.461,1,3.0000000000000000E+000
1.481,1,3.0000000000000000E+000
1.501,0,3.0000000000000000E+000
1.521,0,3.0000000000000000E+000
1.541,0,3.0000000000000000E+000
1.561,0,3.0000000000000000E+000
1.581,0,3.0000000000000000E+000
1.601,0,0.0000000000000000E+000
1.621,0,0.0000000000000000E+000
1.641,0,0.0000000000000000E+000
1.661,0,0.0000000000000000E+000
1.681,0,0.0000000000000000E+000
1.701,0,0.0000000000000000E+000
1.721,0,0.0000000000000000E+000
1.741,0,0.0000000000000000E+000
1.761,0,0.0000000000000000E+000
1.781,0,0.0000000000000000E+000
1.801,0,0.0000000000000000E+000
1.821,0,0.0000000000000000E+000
1.841,0,0.0000000000000000E+000
1.861,0,0.0000000000000000E+000
1.881,0,0.0000000000000000E+000
1.901,0,0.0000000000000000E+000
1.921,0,0.0000000000000000E+000
1.941,0,0.0000000000000000E+000
1.961,0,0.0000000000000000E+000
1.981,0,0.0000000000000000E+000
2.001,1,0.0000000000000000E+000
2.021,1,0.0000000000000000E+000
2.041,1,0.0000000000000000E+000
2.061,1,0.0000000000000000E+000
2.081,1,0.0000000000000000E+000
2.101,1,3.0000000000000000E+000
2.121,1,3.0000000000000000E+000
2.141,1,3.0000000000000000E+000
2.161,1,3.0000000000000000E+000
2.181,1,3.0000000000000000E+000
2.201,1,3.0000000000000000E+000
2.221,1,3.0000000000000000E+000
2.241,1,3.0000000000000000E+000
2.261,1,3.0000000000000000E+000
2.281,1,3.0000000000000000E+000
2.301,1,3.0000000000000000E+000
2.321,1,3.0000000000000000E+000
2.341,1,3.0000000000000000E+000
2.361,1,3.0000000000000000E+000
2.381,1,3.0000000000000000E+000
2.401,1,3.0000000000000000E+000
2.421,1,3.0000000000000000E+000
2.441,1,3.0000000000000000E+000
2.461,1,3.0000000000000000E+000
2.481,1,3.0000000000000000E+000
2.501,0,3.0000000000000000E+000
2.521,0,3.0000000000000000E+000
2.541,0,3.0000000000000000E+000
2.561,0,3.0000000000000000E+000
2.581,0,3.0000000000000000E+000
2.601,0,0.0000000000000000E+000
2.621,0,0.0000000000000000E+000
2.641,0,0.0000000000000000E+000
2.661,0,0.0000000000000000E+000
2.681,0,0.0000000000000000E+000
2.701,0,0.0000000000000000E+000
2.721,0,0.0000000000000000E+000
2.741,0,0.0000000000000000E+000
2.761,0,0.0000000000000000E+000
2.781,0,0.0000000000000000E+000
2.801,0,0.0000000000000000E+000
2.821,0,0.0000000000000000E+000
2.841,0,0.0000000000000000E+000
2.861,0,0.0000000000000000E+000
2.881,0,0.0000000000000000E+000
2.901,0,0.0000000000000000E+000
2.921,0,0.0000000000000000E+000
2.941,0,0.0000000000000000E+000
2.961,0,0.0000000000000000E+000
2.981,0,0.0000000000000000E+000
3.001,1,0.0000000000000000E+000
3.021,1,0.0000000000000000E+000
3.041,1,0.0000000000000000E+000
3.061,1,0.0000000000000000E+000
3.081,1,0.0000000000000000E+000
3.101,1,3.0000000000000000E+000
3.121,1,3.0000000000000000E+000
3.141,1,3.0000000000000000E+000
3.161,1,3.0000000000000000E+000
3.181,1,3.0000000000000000E+000
3.201,1,3.0000000000000000E+000
3.221,1,3.0000000000000000E+000
3.241,1,3.0000000000000000E+000
3.261,1,3.0000000000000000E+000
3.281,1,3.0000000000000000E+000
3.301,1,3.0000000000000000E+000
3.321,1,3.0000000000000000E+000
3.341,1,3.0000000000000000E+000
3.361,1,3.0000000000000000E+000
3.381,1,3.0000000000000000E+000
3.401,1,3.0000000000000000E+000
3.421,1,3.0000000000000000E+000
3.441,1,3.0000000000000000E+000
3.461,1,3.0000000000000000E+000
3.481,1,3.0000000000000000E+000
3.501,0,3.0000000000000000E+000
3.521,0,3.0000000000000000E+000
3.541,0,3.0000000000000000E+000
3.561,0,3.0000000000000000E+000
3.581,0,3.0000000000000000E+000
3.601,0,0.0000000000000000E+000
3.621,0,0.0000000000000000E+000
3.641,0,0.0000000000000000E+000
3.661,0,0.0000000000000000E+000
3.681,0,0.0000000000000000E+000
3.701,0,0.0000000000000000E+000
3.721,0,0.0000000000000000E+000
3.741,0,0.0000000000000000E+000
3.761,0,0.0000000000000000E+000
3.781,0,0.0000000000000000E+000
3.801,0,0.0000000000000000E+000
3.821,0,0.0000000000000000E+000
3.841,0,0.0000000000000000E+000
3.861,0,0.0000000000000000E+000
3.881,0,0.0000000000000000E+000
3.901,0,0.0000000000000000E+000
3.921,0,0.0000000000000000E+000
3.941,0,0.0000000000000000E+000
3.961,0,0.0000000000000000E+000
3.981,0,0.0000000000000000E+000
4.001,1,0.0000000000000000E+000
4.021,1,0.0000000000000000E+000
4.041,1,0.0000000000000000E+000
4.061,1,0.0000000000000000E+000
4.081,1,0.0000000000000000E+000
4.101,1,3.0000000000000000E+000
4.121,1,3.0000000000000000E+000
4.141,1,3.0000000000000000E+000
4.161,1,3.0000000000000000E+000
4.181,1,3.0000000000000000E+000
4.201,1,3.0000000000000000E+000
4.221,1,3.0000000000000000E+000
4.241,1,3.0000000000000000E+000
4.261,1,3.0000000000000000E+000
4.281,1,3.0000000000000000E+000
4.301,1,3.0000000000000000E+000
4.321,1,3.0000000000000000E+000
4.341,1,3.0000000000000000E+000
4.361,1,3.0000000000000000E+000
4.381,1,3.0000000000000000E+000
4.401,1,3.0000000000000000E+000
4.421,1,3.0000000000000000E+000
4.441,1,3.0000000000000000E+000
4.461,1,3.0000000000000000E+000
4.481,1,3.0000000000000000E+000
4.501,0,3.0000000000000000E+000
4.521,0,3.0000000000000000E+000
4.541,0,3.0000000000000000E+000
4.561,0,3.0000000000000000E+000
4.581,0,3.0000000000000000E+000
4.601,0,0.0000000000000000E+000
4.621,0,0.0000000000000000E+000
4.641,0,0.0000000000000000E+000
4.661,0,0.0000000000000000E+000
4.681,0,0.0000000000000000E+000
4.701,0,0.0000000000000000E+000
4.721,0,0.0000000000000000E+000
4.741,0,0.0000000000000000E+000
4.761,0,0.0000000000000000E+000
4.781,0,0.0000000000000000E+000
4.801,0,0.0000000000000000E+000
4.821,0,0.0000000000000000E+000
4.841,0,0.0000000000000000E+000
4.861,0,0.0000000000000000E+000
4.881,0,0.0000000000000000E+000
4.901,0,0.0000000000000000E+000
4.921,0,0.0000000000000000E+000
4.941,0,0.0000000000000000E+000
4.961,0,0.0000000000000000E+000
4.981,0,0.0000000000000000E+000
5,1,0.0000000000000000E+000
5.02,0,0.0000000000000000E+000
5.04,0,0.0000000000000000E+000
5.06,0,0.0000000000000000E+000
5.08,0,0.0000000000000000E+000
5.1,0,3.0000000000000000E+000
5.12,0,3.0000000000000000E+000
5.14,0,3.0000000000000000E+000
5.16,0,3.0000000000000000E+000
5.18,0,3.0000000000000000E+000
5.2,0,0.0000000000000000E+000
5.22,0,0.0000000000000000E+000
5.24,0,0.0000000000000000E+000
5.26,0,0.0000000000000000E+000
5.28,0,0.0000000000000000E+000
5.3,0,0.0000000000000000E+000
5.32,0,0.0000000000000000E+000
5.34,0,0.0000000000000000E+000
5.36,0,0.0000000000000000E+000
5.38,0,0.0000000000000000E+000
5.4,0,0.0000000000000000E+000
5.42,0,0.0000000000000000E+000
5.44,0,0.0000000000000000E+000
5.46,0,0.0000000000000000E+000
5.48,0,0.0000000000000000E+000
5.5,0,0.0000000000000000E+000
5.52,0,0.0000000000000000E+000
5.54,0,0.0000000000000000E+000
5.56,0,0.0000000000000000E+000
5.58,0,0.0000000000000000E+000
5.6,0,0.0000000000000000E+000
5.62,0,0.0000000000000000E+000
5.64,0,0.0000000000000000E+000
5.66,0,0.0000000000000000E+000
5.68,0,0.0000000000000000E+000
5.7,0,0.0000000000000000E+000
5.72,0,0.0000000000000000E+000
5.74,0,0.0000000000000000E+000
5.76,0,0.0000000000000000E+000
5.78,0,0.0000000000000000E+000
5.8,0,0.0000000000000000E+000
5.82,0,0.0000000000000000E+000
5.84,0,0.0000000000000000E+000
5.86,0,0.0000000000000000E+000
5.88,0,0.0000000000000000E+000
5.9,0,0.0000000000000000E+000
5.92,0,0.0000000000000000E+000
5.94,0,0.0000000000000000E+000
5.96,0,0.0000000000000000E+000
5.98,0,0.0000000000000000E+000
6,0,0.0000000000000000E+000
6.02,0,0.0000000000000000E+000
6.04,0,0.0000000000000000E+000
6.06,0,0.0000000000000000E+000
6.08,0,0.0000000000000000E+000
6.1,0,0.0000000000000000E+000
6.12,0,0.0000000000000000E+000
6.14,0,0.0000000000000000E+000
6.16,0,0.0000000000000000E+000
6.18,0,0.0000000000000000E+000
6.2,0,0.0000000000000000E+000
6.22,0,0.0000000000000000E+000
6.24,0,0.0000000000000000E+000
6.26,0,0.0000000000000000E+000
6.28,0,0.0000000000000000E+000
6.3,0,0.0000000000000000E+000
6.32,0,0.0000000000000000E+000
6.34,0,0.0000000000000000E+000
6.36,0,0.0000000000000000E+000
6.38,0,0.0000000000000000E+000
6.4,0,0.0000000000000000E+000
6.42,0,0.0000000000000000E+000
6.44,0,0.0000000000000000E+000
6.46,0,0.0000000000000000E+000
6.48,0,0.0000000000000000E+000
6.5,0,0.0000000000000000E+000
6.52,0,0.0000000000000000E+000
6.54,0,0.0000000000000000E+000
6.56,0,0.0000000000000000E+000
6.58,0,0.0000000000000000E+000
6.6,0,0.0000000000000000E+000
6.62,0,0.0000000000000000E+000
6.64,0,0.0000000000000000E+000
6.66,0,0.0000000000000000E+000
6.68,0,0.0000000000000000E+000
6.7,0,0.0000000000000000E+000
6.72,0,0.0000000000000000E+000
6.74,0,0.0000000000000000E+000
6.76,0,0.0000000000000000E+000
6.78,0,0.0000000000000000E+000
6.8,0,0.0000000000000000E+000
6.82,0,0.0000000000000000E+000
6.84,0,0.0000000000000000E+000
6.86,0,0.0000000000000000E+000
6.88,0,0.0000000000000000E+000
6.9,0,0.0000000000000000E+000
6.92,0,0.0000000000000000E+000
6.94,0,0.0000000000000000E+000
6.96,0,0.0000000000000000E+000
6.98,0,0.0000000000000000E+000
7,0,0.0000000000000000E+000
7.02,0,0.0000000000000000E+000
7.04,0,0.0000000000000000E+000
7.06,0,0.0000000000000000E+000
7.08,0,0.0000000000000000E+000
7.1,0,0.0000000000000000E+000
7.12,0,0.0000000000000000E+000
7.14,0,0.0000000000000000E+000
7.16,0,0.0000000000000000E+000
7.18,0,0.0000000000000000E+000
7.2,0,0.0000000000000000E+000
7.22,0,0.0000000000000000E+000
7.24,0,0.0000000000000000E+000
7.26,0,0.0000000000000000E+000
7.28,0,0.0000000000000000E+000
7.3,0,0.0000000000000000E+000
7.32,0,0.0000000000000000E+000
7.34,0,0.0000000000000000E+000
7.36,0,0.0000000000000000E+000
7.38,0,0.0000000000000000E+000
7.4,0,0.0000000000000000E+000
7.42,0,0.0000000000000000E+000
7.44,0,0.0000000000000000E+000
7.46,0,0.0000000000000000E+000
7.48,0,0.0000000000000000E+000
7.5,0,0.0000000000000000E+000
7.52,0,0.0000000000000000E+000
7.54,0,0.0000000000000000E+000
7.56,0,0.0000000000000000E+000
7.58,0,0.0000000000000000E+000
7.6,0,0.0000000000000000E+000
7.62,0,0.0000000000000000E+000
7.64,0,0.0000000000000000E+000
7.66,0,0.0000000000000000E+000
7.68,0,0.0000000000000000E+000
7.7,0,0.0000000000000000E+000
7.72,0,0.0000000000000000E+000
7.74,0,0.0000000000000000E+000
7.76,0,0.0000000000000000E+000
7.78,0,0.0000000000000000E+000
7.8,0,0.0000000000000000E+000
7.82,0,0.0000000000000000E+000
7.84,0,0.0000000000000000E+000
7.86,0,0.0000000000000000E+000
7.88,0,0.0000000000000000E+000
7.9,0,0.0000000000000000E+000
7.92,0,0.0000000000000000E+000
7.94,0,0.0000000000000000E+000
7.96,0,0.0000000000000000E+000
7.98,0,0.0000000000000000E+000
8,0,0.0000000000000000E+000
8.02,0,0.0000000000000000E+000
8.04,0,0.0000000000000000E+000
8.06,0,0.0000000000000000E+000
8.08,0,0.0000000000000000E+000
8.1,0,0.0000000000000000E+000
8.12,0,0.0000000000000000E+000
8.14,0,0.0000000000000000E+000
8.16,0,0.0000000000000000E+000
8.18,0,0.0000000000000000E+000
8.2,0,0.0000000000000000E+000
8.22,0,0.0000000000000000E+000
8.24,0,0.0000000000000000E+000
8.26,0,0.0000000000000000E+000
8.28,0,0.0000000000000000E+000
8.3,0,0.0000000000000000E+000
8.32,0,0.0000000000000000E+000
8.34,0,0.0000000000000000E+000
8.36,0,0.0000000000000000E+000
8.38,0,0.0000000000000000E+000
8.4,0,0.0000000000000000E+000
8.42,0,0.0000000000000000E+000
8.44,0,0.0000000000000000E+000
8.46,0,0.0000000000000000E+000
8.48,0,0.0000000000000000E+000
8.5,0,0.0000000000000000E+000
8.52,0,0.0000000000000000E+000
8.54,0,0.0000000000000000E+000
8.56,0,0.0000000000000000E+000
8.58,0,0.0000000000000000E+000
8.6,0,0.0000000000000000E+000
8.62,0,0.0000000000000000E+000
8.64,0,0.0000000000000000E+000
8.66,0,0.0000000000000000E+000
8.68,0,0.0000000000000000E+000
8.7,0,0.0000000000000000E+000
8.72,0,0.0000000000000000E+000
8.74,0,0.0000000000000000E+000
8.76,0,0.0000000000000000E+000
8.78,0,0.0000000000000000E+000
8.8,0,0.0000000000000000E+000
8.82,0,0.0000000000000000E+000
8.84,0,0.0000000000000000E+000
8.86,0,0.0000000000000000E+000
8.88,0,0.0000000000000000E+000
8.9,0,0.0000000000000000E+000
8.92,0,0.0000000000000000E+000
8.94,0,0.0000000000000000E+000
8.96,0,0.0000000000000000E+000
8.98,0,0.0000000000000000E+000
9,0,0.0000000000000000E+000
9.02,0,0.0000000000000000E+000
9.04,0,0.0000000000000000E+000
9.06,0,0.0000000000000000E+000
9.08,0,0.0000000000000000E+000
9.1,0,0.0000000000000000E+000
9.12,0,0.0000000000000000E+000
9.14,0,0.0000000000000000E+000
9.16,0,0.0000000000000000E+000
9.18,0,0.0000000000000000E+000
9.2,0,0.0000000000000000E+000
9.22,0,0.0000000000000000E+000
9.24,0,0.0000000000000000E+000
9.26,0,0.0000000000000000E+000
9.28,0,0.0000000000000000E+000
9.3,0,0.0000000000000000E+000
9.32,0,0.0000000000000000E+000
9.34,0,0.0000000000000000E+000
9.36,0,0.0000000000000000E+000
9.38,0,0.0000000000000000E+000
9.4,0,0.0000000000000000E+000
9.42,0,0.0000000000000000E+000
9.44,0,0.0000000000000000E+000
9.46,0,0.0000000000000000E+000
9.48,0,0.0000000000000000E+000
9.5,0,0.0000000000000000E+000
9.52,0,0.0000000000000000E+000
9.54,0,0.0000000000000000E+000
9.56,0,0.0000000000000000E+000
9.58,0,0.0000000000000000E+000
9.6,0,0.0000000000000000E+000
9.62,0,0.0000000000000000E+000
9.64,0,0.0000000000000000E+000
9.66,0,0.0000000000000000E+000
9.68,0,0.0000000000000000E+000
9.7,0,0.0000000000000000E+000
9.72,0,0.0000000000000000E+000
9.74,0,0.0000000000000000E+000
9.76,0,0.0000000000000000E+000
9.78,0,0.0000000000000000E+000
9.8,0,0.0000000000000000E+000
9.821,0,0.0000000000000000E+000
9.841,0,0.0000000000000000E+000
9.861,0,0.0000000000000000E+000
9.881,0,0.0000000000000000E+000
9.901,0,0.0000000000000000E+000
9.921,0,0.0000000000000000E+000
9.941,0,0.0000000000000000E+000
9.961,0,0.0000000000000000E+000
9.981,0,0.0000000000000000E+000
10,0,0.0000000000000000E+000
